Security Wise Delivery Position - Compulsory Rolling Settlement
10,MTO,22062026,1822890169,0003159
Trade Date <22-JUN-2026>,Settlement Type <N>
Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,3015,VAIBHAVGBL,EQ,326448,158718,48.62
20,3016,VAKRANGEE,EQ,1038376,529979,51.04
20,3017,VAL30IETF,EQ,325780,274770,84.34
20,3018,VALUE,EQ,27309,22349,81.84
20,3019,VALUE360,SM,43200,31200,72.22
20,3020,VARDHACRLC,EQ,28140,15571,55.33
20,3021,VARDMNPOLY,EQ,611781,207023,33.84
20,3022,VARROC,EQ,136549,60639,44.41
20,3023,VASWANI,EQ,125312,73787,58.88
20,3024,VBL,EQ,11556735,5409562,46.81
20,3025,VCL,EQ,407302,349099,85.71
20,3026,VDEAL,SM,600,600,100.00
20,3027,VEDL,EQ,13551008,5937758,43.82
20,3028,VEEDOL,EQ,17716,12480,70.44
20,3029,VEEKAYEM,ST,2500,2500,100.00
20,3030,VELJAN,EQ,990,826,83.43
20,3031,VENKEYS,EQ,79253,32673,41.23
20,3032,VENTIVE,EQ,34946,22481,64.33
20,3033,VENUSPIPES,EQ,1003313,391293,39.00
20,3034,VERANDA,EQ,497442,246202,49.49
20,3035,VERITAAS,SM,3600,3600,100.00
20,3036,VERTEXPLUS,SM,6600,6600,100.00
20,3037,VERTIS,IV,100000,100000,100.00
20,3038,VESUVIUS,EQ,130793,53675,41.04
20,3039,VGINFOTECH,SM,62000,39000,62.90
20,3040,VGL,EQ,79193,25186,31.80
20,3041,VGUARD,EQ,95143,59156,62.18
20,3042,VHL,EQ,497,415,83.50
20,3043,VICTORYEV,ST,93000,84000,90.32
20,3044,VIDHIING,EQ,5841,4029,68.98
20,3045,VIDYAWIRES,EQ,5341156,2089371,39.12
20,3046,VIESL,SM,20000,10400,52.00
20,3047,VIGOR,ST,32000,30400,95.00
20,3048,VIJAYA,EQ,196354,90326,46.00
20,3049,VIJAYPD,ST,36000,36000,100.00
20,3050,VIKASECO,EQ,1042149,767913,73.69
20,3051,VIKASLIFE,EQ,1530559,959842,62.71
20,3052,VIKRAMSOLR,EQ,5651204,2037433,36.05
20,3053,VIKRAN,EQ,2035202,993540,48.82
20,3054,VILAS,SM,39000,30000,76.92
20,3055,VILINBIO,ST,36000,36000,100.00
20,3056,VIMTALABS,EQ,167667,66911,39.91
20,3057,VINATIORGA,EQ,47473,27809,58.58
20,3058,VINCOFE,EQ,3169160,1319271,41.63
20,3059,VINDHYATEL,EQ,129452,53824,41.58
20,3060,VINNY,EQ,505477,343091,67.87
20,3061,VINSYS,SM,103500,65750,63.53
20,3062,VINYAS,SM,7800,5800,74.36
20,3063,VINYLINDIA,EQ,6589,3531,53.59
20,3064,VIPIND,EQ,141599,74819,52.84
20,3065,VIPULLTD,EQ,5101345,1697363,33.27
20,3066,VIRINCHI,EQ,72664,41851,57.60
20,3067,VISAKAIND,EQ,252864,122597,48.48
20,3068,VISHNU,EQ,295959,130846,44.21
20,3069,VISHNUINFR,SM,8000,7000,87.50
20,3070,VISHWARAJ,EQ,241570,165437,68.48
20,3071,VISHWAS,SM,3200,3200,100.00
20,3072,VIVIDEL,ST,33360,31680,94.96
20,3073,VIVIDHA,EQ,190835,180416,94.54
20,3074,VIYASH,EQ,5322674,2667272,50.11
20,3075,VLINFRA,ST,7500,6000,80.00
20,3076,VLSFINANCE,EQ,37778,26271,69.54
20,3077,VMARCIND,SM,28000,19750,70.54
20,3078,VMART,EQ,221999,74828,33.71
20,3079,VMM,EQ,12639378,5851822,46.30
20,3080,VOLERCAR,SM,55200,46400,84.06
20,3081,VOLTAMP,EQ,34305,14381,41.92
20,3082,VOLTAS,EQ,3287595,1067970,32.48
20,3083,VR,SM,400,400,100.00
20,3084,VRAJ,EQ,19289,15171,78.65
20,3085,VRLLOG,EQ,107946,52165,48.33
20,3086,VSSL,EQ,19255,11368,59.04
20,3087,VSTIND,EQ,722800,422388,58.44
20,3088,VSTL,EQ,13695,10767,78.62
20,3089,VSTTILLERS,EQ,15038,9967,66.28
20,3090,VTL,EQ,229517,104067,45.34
20,3091,WAAREEENER,EQ,1093756,506927,46.35
20,3092,WAAREEINDO,EQ,205654,92907,45.18
20,3093,WAAREERTL,EQ,590260,198057,33.55
20,3094,WABAG,EQ,2102912,608823,28.95
20,3095,WAKEFIT,EQ,387008,176901,45.71
20,3096,WALCHANNAG,EQ,2341945,761544,32.52
20,3097,WANBURY,EQ,124315,63785,51.31
20,3098,WCIL,EQ,55124,33563,60.89
20,3099,WEALTH,EQ,2734,1868,68.32
20,3100,WEBELSOLAR,EQ,1636201,874077,53.42
20,3101,WEIZMANIND,EQ,1897,1813,95.57
20,3102,WEL,EQ,54043,35120,64.99
20,3103,WELCORP,EQ,273766,127647,46.63
20,3104,WELENT,EQ,223586,128410,57.43
20,3105,WELSPLSOL,EQ,885314,457571,51.68
20,3106,WELSPUNLIV,EQ,3084424,980919,31.80
20,3107,WENDT,EQ,11617,5138,44.23
20,3108,WESTLIFE,EQ,108967,45055,41.35
20,3109,WEWORK,EQ,218441,102711,47.02
20,3110,WHEELS,EQ,191498,72732,37.98
20,3111,WHIRLPOOL,EQ,257186,117811,45.81
20,3112,WHITEFORCE,ST,4800,3200,66.67
20,3113,WILLAMAGOR,EQ,561,560,99.82
20,3114,WINDLAS,EQ,74837,45627,60.97
20,3115,WINDMACHIN,EQ,44110,25411,57.61
20,3116,WINSOL,SM,2400,2000,83.33
20,3117,WIPL,EQ,9575,4796,50.09
20,3118,WIPRO,EQ,10368112,5022720,48.44
20,3119,WOCKPHARMA,EQ,839408,246712,29.39
20,3120,WOL3D,ST,25000,20000,80.00
20,3121,WOMANCART,SM,9200,6000,65.22
20,3122,WONDERLA,EQ,86141,49991,58.03
20,3123,WORTHPERI,EQ,8309,7959,95.79
20,3124,WPIL,EQ,107159,63018,58.81
20,3125,WSI,EQ,38590,27677,71.72
20,3126,WSTCSTPAPR,EQ,78199,46908,59.99
20,3127,WTICAB,SM,104000,60000,57.69
20,3128,XCHANGING,EQ,164824,81721,49.58
20,3129,XELPMOC,EQ,11896,8247,69.33
20,3130,XPROINDIA,EQ,30049,14286,47.54
20,3131,XTGLOBAL,EQ,42231,31410,74.38
20,3132,YAAP,ST,158000,134000,84.81
20,3133,YASHO,EQ,14446,7349,50.87
20,3134,YASHOPTICS,SM,5600,4800,85.71
20,3135,YATHARTH,EQ,790727,343283,43.41
20,3136,YATRA,EQ,1323647,508762,38.44
20,3137,YCCL,SM,6000,6000,100.00
20,3138,YESBANK,EQ,142168889,76420301,53.75
20,3139,YUDIZ,SM,5600,4800,85.71
20,3140,YUKEN,EQ,18659,13782,73.86
20,3141,ZAGGLE,EQ,1005785,440104,43.76
20,3142,ZEAL,SM,2400,2400,100.00
20,3143,ZEEL,EQ,38133230,8856010,23.22
20,3144,ZEEMEDIA,EQ,1135723,512967,45.17
20,3145,ZENITHDRUG,SM,13600,12000,88.24
20,3146,ZENITHEXPO,EQ,32,30,93.75
20,3147,ZENITHSTL,EQ,55884,39238,70.21
20,3148,ZENSARTECH,EQ,810793,346419,42.73
20,3149,ZENTEC,EQ,733976,278684,37.97
20,3150,ZFCVINDIA,EQ,35160,22054,62.72
20,3151,ZFSTEERING,EQ,1826,955,52.30
20,3152,ZODIACLOTH,EQ,10159,7205,70.92
20,3153,ZOTA,EQ,116285,77032,66.24
20,3154,ZSARACOM,EQ,12,12,100.00
20,3155,ZTECH,SM,16500,12900,78.18
20,3156,ZUARI,EQ,274527,92271,33.61
20,3157,ZUARIIND,EQ,95850,39787,41.51
20,3158,ZYDUSLIFE,EQ,1104733,653872,59.19
20,3159,ZYDUSWELL,EQ,1366307,493376,36.11
